"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"02","M",31,"4",47804,9,"D","F",78,39506.1,98
"98","U",64,"0",93866,22,"D","F",80,9282.12,5
"02","A",42,"0",43098,3,"D","M",25,32894.02,68
"99","A",75,"4",25329,5,"P","F",43,34464.43,74
"01","U",56,"0",5479,18,"D","M",31,11533.41,8
"99","B",54,"2",99114,9,"D","F",35,25235.38,40
"02","B",39,"4",114130,20,"D","F",60,25375.38,40
"01","A",67,"1",88661,20,"D","M",53,35482.97,79
"99","M",81,"3",67720,10,"D","M",27,38778.91,94
"02","U",33,"1",53998,19,"P","M",26,1409.78,0
"99","U",30,"3",104138,5,"P","F",79,10182.4,6
"02","U",88,"3",68229,2,"P","F",39,6289.57,2
"01","C",68,"2",29934,7,"P","F",27,17112.47,18
"02","U",76,"0",95035,13,"O","M",74,6489.81,3
"98","C",49,"3",61285,17,"O","M",20,12588.78,10
"98","B",84,"4",116766,6,"D","F",76,27844.82,48
"01","C",69,"4",86285,5,"O","M",78,18883.78,22
"02","B",34,"2",1175,15,"D","F",25,30032,56
"98","A",62,"3",77535,2,"O","F",55,33952.02,72
"98","A",37,"1",92631,18,"P","M",61,34072.55,73
"00","C",84,"0",28930,13,"P","F",40,18558.27,22
"98","U",46,"0",79561,21,"D","M",35,3784.26,1
"00","M",57,"0",71600,4,"D","F",18,37811,89
"02","U",78,"1",97535,15,"O","F",69,2524.35,0
"99","C",50,"2",62535,8,"O","F",77,16963.51,18
"00","U",43,"3",75553,6,"D","M",57,9702.3,6
"98","C",84,"2",105035,2,"O","M",20,21784.36,30
"98","U",48,"1",16871,15,"D","M",35,5667.69,2
"98","B",133.061322658323,"3",47535,9,"O","F",35,29239.33,53
"00","C",45,"2",56285,4,"O","F",70,20460.47,26
"02","C",30,"3",18293,22,"P","M",53,21055.23,28
"99","C",72,"4",90035,8,"O","F",74,22738.25,32
"01","C",56,"2",97701,23,"D","F",74,17992.78,20
"98","U",47,"2",58785,21,"O","M",57,3418.26,1
"01","U",40,"0",84871,3,"P","M",62,2735.73,0
"98","U",36,"0",107821,20,"D","M",24,11362.08,8
"02","A",83,"1",26562,14,"D","M",78,34784.36,76
"98","U",61,"1",76285,19,"O","M",21,11829.05,9
"00","M",57,"3",71285,13,"O","M",19,39680.43,98
"99","U",50,"4",21046,14,"P","M",69,8884.02,5
"02","U",58,"2",2500,24,"D","M",23,8346.66,4
"02","U",56,"0",70035,22,"O","F",66,10773.78,7
"01","A",74,"4",103424,4,"P","M",78,35360.52,78
"01","C",55,"2",84880,7,"P","M",60,22201.42,31
"98","B",72,"0",1031,22,"D","M",80,27948.1,49
"02","A",33,"3",8745,18,"P","F",26,32640.79,67
"98","B",35,"2",13437,14,"P","F",30,28278.95,50
"01","C",41,"0",51285,16,"O","M",57,22318.71,31
"01","U",37,"4",89212,21,"D","M",18,10479.87,7
"00","C",45,"4",56285,15,"O","M",42,16948.01,18
"98","U",69,"3",22103,6,"P","M",41,6196.14,2
"02","M",76,"3",114362,16,"P","M",29,38654.16,93
"01","M",59,"1",73785,6,"O","M",23,37294.77,87
"01","U",48,"4",47443,6,"D","F",54,2060.28,0
"98","B",65,"4",72362,18,"P","M",39,30464.51,58
"98","M",67,"2",20718,23,"P","M",27,36875.31,85
"02","C",43,"0",55152,19,"D","M",50,24555.7,38
"98","U",31,"4",69164,23,"P","F",66,8974.59,5
"98","U",72,"4",105542,19,"P","F",36,7336.95,3
"01","M",48,"1",34303,5,"D","M",21,36058.89,81
"02","A",85,"2",70396,19,"P","F",46,33355.38,70
"99","U",41,"2",51285,21,"O","M",71,5930.83,2
"00","B",56,"3",30583,6,"P","M",26,30723.29,59
"99","B",88,"1",96890,5,"P","F",26,25993.33,42
"99","A",35,"4",99445,1,"D","M",58,34369.63,74
"99","U",74,"4",92535,12,"O","F",30,12125.4,9
"02","M",31,"1",20784,15,"D","F",23,39032.92,95
"00","U",90,"2",112535,14,"O","F",53,1125.38,0
"99","M",75,"2",81725,4,"P","M",25,38554.5,93
"01","M",80,"1",100035,22,"O","M",23,39233.83,96
"98","A",79,"1",5207,5,"P","F",47,33636.69,71
"02","B",50,"1",62535,20,"O","M",30,28638.34,51
"02","C",46,"1",106752,6,"P","M",78,23199.33,34
"02","U",41,"3",95273,9,"D","M",32,8772.83,5
"00","M",54,"1",67535,9,"O","F",72,37321.08,87
"98","U",65,"2",89711,21,"D","M",41,9549.61,6
"02","U",83,"0",103785,9,"O","F",71,2686.2,0
"00","M",69,"2",32868,21,"P","F",56,39977.66,100
"98","C",31,"0",38785,19,"O","F",67,18488.86,21
"02","C",48,"1",7863,16,"P","F",42,14267.61,13
"02","C",58,"1",96935,12,"D","M",64,21150.53,28
"01","U",36,"4",85340,10,"P","M",68,11893.72,9
"99","C",63,"1",78785,22,"O","M",63,23500.13,35
"01","A",64,"2",58794,5,"P","F",58,34423.15,74
"98","U",43,"4",53785,19,"O","F",42,8220.27,4
"98","B",59,"0",28050,7,"P","M",68,29546.76,55
"02","U",34,"4",42535,3,"O","F",78,3113.32,1
"01","M",49,"3",11302,16,"P","F",71,36754.31,84
"02","U",63,"4",78785,2,"O","F",48,4460.61,1
"01","C",88,"1",100099,7,"D","M",54,20398.02,26
"00","B",41,"4",51285,5,"O","F",31,25490.65,41
"02","A",74,"4",17143,1,"P","M",48,31018.42,60
"99","U",44,"4",103384,22,"P","M",26,3044.58,1
"00","C",32,"1",61146,1,"D","F",79,15300.82,15
"00","M",66,"0",82535,2,"O","M",25,36247.73,82
"98","C",81,"4",23461,5,"D","M",75,23887.75,36
"99","C",65,"0",111682,13,"P","F",66,24476.63,37
"00","U",34,"4",57842,21,"D","M",27,8774.99,5
"98","C",54,"1",67535,9,"O","M",20,15970.69,16
"01","U",87,"3",22022,8,"P","F",29,9599.81,6
"02","B",45,"1",56285,23,"O","M",50,30692.84,59
"99","U",77,"1",102077,9,"P","M",59,5527.39,2
"02","B",41,"3",3269,19,"D","F",68,29698.05,55
"00","U",48,"1",62067,23,"D","M",52,8211.5,4
"99","C",47,"1",3786,11,"P","F",72,20632.26,27
"00","M",34,"4",42535,23,"O","M",21,38582.73,93
"00","U",53,"2",67624,16,"D","F",64,8523.14,5
"98","B",61,"0",6531,2,"P","M",50,26352.4,43
"01","U",39,"3",116002,23,"D","M",73,6830.84,3
"99","U",63,"0",78785,4,"O","M",36,3168.4,1
"01","U",82,"3",102535,20,"O","M",54,6461.94,3
"01","B",55,"1",92420,21,"P","M",50,28037.64,49
"01","A",39,"1",48785,23,"O","F",56,35622.24,79
"98","U",38,"3",47535,24,"O","F",21,3046.73,1
"00","C",55,"4",68785,4,"O","M",51,12651.04,10
"00","U",84,"0",108446,10,"P","F",49,5746.38,2
"99","C",84,"0",105035,16,"O","F",45,14608.98,13
"98","C",47,"0",90181,13,"P","F",34,12422.04,10
"00","C",35,"3",96081,24,"D","M",73,17995.95,20
"99","A",58,"3",72535,16,"O","M",52,32674.1,67
"02","U",59,"0",26497,20,"P","F",38,9137.69,5
"98","C",65,"2",81285,2,"O","M",50,16624.19,17
"00","M",82,"0",9785,22,"D","F",62,37875.93,90
"00","C",71,"1",88785,3,"O","M",74,23004.65,33
"02","C",66,"1",82535,9,"O","F",23,21792.41,30
"99","U",41,"0",51285,15,"O","F",51,1949.25,0
"00","U",67,"0",100405,16,"P","M",53,6326.56,3
"00","C",74,"1",92535,7,"O","F",46,17847.91,20
"02","C",32,"0",43052,3,"D","F",33,21201.67,28
"00","C",34,"0",102257,5,"P","F",50,14549.89,13
"99","U",37,"3",5270,19,"D","F",31,9941.77,6
"98","U",81,"1",9986,6,"D","F",72,7244.93,3
"99","C",61,"0",83996,15,"D","F",61,13351.58,11
"00","C",33,"3",52764,19,"D","F",22,12479.11,10
"01","M",78,"0",97535,5,"O","F",56,36130.71,82
"01","U",37,"4",46285,21,"O","M",62,6385.94,3
"01","A",33,"1",112564,8,"P","M",56,34747.4,75
"01","M",87,"2",108785,13,"O","M",28,36569.52,84
"99","A",52,"0",65035,23,"O","F",38,33165.15,69
"02","U",90,"1",112535,12,"O","M",32,3499.29,1
"98","C",52,"3",49097,9,"P","M",73,19397.14,24
"98","C",76,"2",95035,23,"O","M",25,22048.44,30
"01","C",80,"2",82041,6,"D","M",51,12568.6,10
"02","U",45,"4",56285,5,"O","M",22,3950.88,1
"98","U",76,"4",56470,13,"P","F",34,1917.28,0
"99","U",82,"0",102535,15,"O","F",33,8803.21,5
"98","M",79,"3",98785,4,"O","F",19,38831.76,94
"98","M",59,"1",73785,16,"O","M",28,35682,80
"00","B",60,"1",85832,16,"D","M",19,25325.06,40
"99","M",77,"2",96285,8,"O","M",28,38074.58,91
"00","C",74,"2",66086,5,"D","M",23,14352.81,13
"98","C",38,"2",47535,17,"O","F",21,18056.16,20
"98","U",80,"1",104583,5,"D","F",72,3514.92,1
"99","C",61,"0",56469,19,"P","F",23,15182.55,14
"99","U",33,"0",41285,19,"O","F",43,3997.92,1
"01","A",67,"4",70476,8,"D","F",40,34181.94,73
"99","U",73,"4",32733,21,"P","M",79,7696.85,4
"02","C",81,"1",49870,5,"P","F",35,14410.2,13
"00","M",48,"0",107991,20,"P","M",23,37414.88,87
"00","U",80,"3",20435,3,"P","M",66,9199.84,5
"99","C",74,"1",38472,3,"D","F",72,19009.13,23
"99","B",73,"0",91285,2,"O","F",79,25512.74,41
"98","C",38,"3",90330,23,"D","F",78,19295.14,23
"02","U",58,"0",2697,17,"P","F",76,3894.38,1
"01","C",81,"1",20673,10,"P","F",79,15959.81,16
"01","A",71,"4",6562,17,"P","F",19,35185.71,77
"02","M",36,"1",27177,3,"D","F",37,36038.37,81
"00","B",51,"4",15054,24,"D","F",41,29970.14,56
"00","M",57,"4",71285,24,"O","F",46,39738.53,99
"02","C",70,"1",63447,5,"D","M",29,17658.01,19
"02","C",85,"0",30852,4,"P","M",58,17462.82,19
"98","B",82,"4",5522,19,"D","F",57,28928.88,52
"01","U",33,"2",98766,23,"D","M",26,6483.43,3
"00","B",34,"2",61714,7,"P","M",31,28392.75,50
"02","U",33,"2",41285,23,"O","M",38,6074.24,2
"98","U",50,"3",78330,15,"P","M",27,9050.08,5
"02","C",89,"1",24258,10,"P","F",42,18837.96,22
"98","U",34,"4",42535,24,"O","M",44,4315.12,1
"00","B",60,"3",75035,13,"O","M",21,28987.7,53
"99","C",86,"4",12870,8,"D","F",54,13302.3,11
"01","C",88,"4",57972,20,"P","M",53,20762.05,27
"01","A",51,"2",63785,8,"O","F",70,33869.56,72
"00","C",51,"1",63785,9,"O","M",27,19827.52,25
"02","C",49,"0",61285,5,"O","F",67,24594.12,38
"01","U",54,"3",63683,9,"P","M",25,8483.4,4
"98","B",80,"4",89758,9,"P","F",19,26925.26,45
"01","M",59,"0",73785,3,"O","M",30,36729.79,84
"01","U",49,"3",86578,21,"D","F",27,1548.91,0
"98","B",55,"3",97219,20,"D","F",75,28080.72,49
"00","C",130.078307911754,"4",63785,13,"O","M",35,13334.17,11
"02","U",68,"3",13294,8,"P","F",70,8252.57,4
"99","C",90,"0",79803,8,"D","F",57,13963.35,12
"02","U",53,"1",99193,10,"D","M",52,7260.43,3
"99","C",33,"0",35333,10,"P","F",64,14447.14,13
"99","B",41,"0",68250,21,"D","F",60,26485.86,44
"00","C",33,"3",116995,13,"P","F",68,22237.78,31
"01","C",36,"4",117023,9,"D","F",60,19762.71,24
"02","C",52,"2",65035,11,"O","M",19,21891.9,30
"01","M",52,"2",65035,8,"O","M",25,37917.65,90
"01","C",75,"4",70996,5,"P","F",32,23699.26,35
"99","C",67,"4",83785,11,"O","M",80,19407.87,24
"02","B",70,"1",37347,10,"D","M",19,27518.93,47
"02","U",38,"1",44428,12,"D","M",30,3599.36,1
"00","U",78,"1",76589,7,"P","M",19,11719.21,9
"99","C",83,"1",17948,25,"P","F",37,23911.98,36
"98","M",76,"0",5801,3,"P","F",30,36721.59,84
"99","C",134.404359150212,"2",67535,9,"O","M",78,13321.45,11
"01","A",56,"0",70035,25,"O","M",77,31269.06,61
"00","C",65,"1",81285,16,"O","F",32,13493.23,11
"98","U",73,"3",76800,11,"D","M",53,7793.23,4
"02","A",34,"0",37845,22,"P","M",28,33031.52,68
"01","A",43,"0",74754,4,"P","M",29,34556.88,75
"02","M",86,"3",118636,5,"P","F",76,36797.88,85
"02","B",64,"2",91194,18,"D","F",56,25815.9,42
"98","M",65,"0",115869,19,"P","M",28,38581.81,93
"98","A",80,"1",50440,3,"P","M",58,35129.45,77
"99","U",40,"3",17635,23,"P","F",36,12211.19,9
"99","B",42,"2",70757,10,"P","M",41,25182.33,40
"98","M",31,"1",26421,17,"P","F",48,39714.12,99
"99","B",32,"4",85325,4,"D","F",25,26893.83,45
"00","U",71,"3",40389,16,"P","M",59,12196.97,9
"00","U",79,"2",98785,4,"O","F",26,10397.69,7
"98","U",69,"1",86285,23,"O","F",20,10166.96,6
"02","C",54,"4",65802,9,"P","M",64,25076.94,39
"00","C",63,"0",37009,23,"P","M",53,19282.64,23
"00","U",40,"3",50035,3,"O","M",34,4316.44,1
"01","B",40,"3",74193,23,"D","F",64,28331.02,50
"98","A",38,"0",47535,4,"O","M",39,31464.53,62
"00","A",54,"2",65785,1,"P","F",63,33628.68,71
"98","A",87,"2",108785,9,"O","M",51,32547.75,66
"02","M",74,"1",32807,1,"P","F",75,39553.31,98
"98","A",75,"3",82037,24,"P","F",56,34709.58,75
"00","B",70,"2",68126,1,"D","M",50,27691.08,48
"99","M",46,"1",13612,5,"D","F",66,39234.21,96
"01","B",61,"1",116905,9,"D","F",38,30559.73,58
"01","C",37,"2",46285,23,"O","F",63,14615.99,13
"98","A",89,"2",56284,7,"D","F",42,35051.04,77
"02","C",37,"4",21337,24,"D","M",28,15700.9,15
"00","M",43,"1",57466,6,"D","M",25,36914.27,85
"00","U",58,"3",69984,21,"P","F",48,666.15,0
"00","U",56,"2",41056,20,"P","M",24,2702.36,0
"00","B",58,"4",72535,5,"O","M",38,28873.1,52
"00","C",72,"2",39098,17,"P","F",75,16379.98,17
"02","C",59,"0",59879,1,"D","F",50,15560.06,15
"01","U",86,"0",107535,3,"O","M",76,11553.89,8
"99","B",74,"3",92535,9,"O","M",19,25685.09,41
"01","C",72,"0",90035,13,"O","M",32,19180.45,23
"02","U",37,"3",46285,18,"O","F",74,6709.16,3
"99","C",70,"2",49130,22,"D","M",70,12580.83,10
"01","C",75,"0",93785,23,"O","F",23,19218.44,23
"00","M",78,"0",12272,6,"P","F",60,36073.64,81
"01","B",46,"4",45443,14,"D","F",31,27641.61,48
"98","B",58,"0",85475,11,"D","M",46,29098.72,53
"02","A",40,"2",50035,23,"O","F",44,33666.82,71
"99","C",70,"1",103274,9,"P","F",22,12870.68,10
"02","M",51,"1",82057,20,"P","M",19,36307.91,82
"02","B",54,"4",67535,7,"O","F",59,29373.91,54
"98","C",78,"3",97535,3,"O","M",38,16367.98,17
"02","A",33,"4",114410,7,"D","F",43,31937.63,64
"00","A",81,"4",101285,21,"O","M",18,33120.9,69
"00","M",89,"0",111285,17,"O","M",19,35758.24,80
"01","C",32,"4",40035,1,"O","M",74,15442.97,15
"00","U",76,"1",65458,11,"P","M",71,971.75,0
"02","A",87,"0",108785,16,"O","F",58,32493.38,66
"02","C",58,"2",106875,7,"D","F",76,14900.27,14
"00","A",56,"1",70035,21,"O","F",18,32256.64,65
"02","C",48,"1",60035,5,"O","F",71,23028.39,33
"02","C",88,"0",110035,1,"O","M",24,14384.19,13
"01","M",56,"0",70035,22,"O","F",28,39860.12,99
"99","M",74,"0",21519,11,"D","M",20,36286.15,82
"99","A",70,"0",87535,10,"O","M",45,33152.61,69
"98","A",60,"0",114743,8,"D","M",54,34335.03,74
"01","U",77,"4",81817,12,"D","M",26,1511.44,0
"02","U",52,"3",68728,2,"P","F",77,10775.07,7
"02","U",77,"0",96285,9,"O","F",73,7010.7,3
"02","U",38,"1",47535,18,"O","M",27,2867.38,1
"99","C",72,"2",90035,10,"O","M",77,19060.66,23
"02","C",76,"2",74547,23,"D","F",47,23532.33,35
"98","C",60,"3",75035,7,"O","F",27,25135.38,39
"99","U",89,"2",111285,8,"O","F",41,9744.22,6
"02","M",30,"1",86039,4,"P","M",28,36744.86,84
"02","U",62,"3",57143,24,"P","F",29,3275.56,1
"99","B",43,"2",8550,19,"P","M",69,29184.47,53
"98","B",64,"1",80035,16,"O","F",61,28401.86,50
"00","C",65,"0",54666,8,"D","M",75,23421.73,34
"00","U",37,"1",116232,11,"D","F",42,5466.84,2
"02","C",53,"4",17920,16,"P","M",50,17046.82,18
"99","U",56,"4",87304,5,"P","F",72,8901.28,5
"01","B",68,"4",85035,4,"O","M",47,28106.3,49
"01","A",39,"1",44021,23,"D","M",67,34935.83,76
"99","U",58,"0",24268,3,"P","F",22,10691.25,7
"00","U",66,"2",113707,13,"P","F",74,3977.64,1
"00","C",79,"2",92903,3,"D","M",18,13295.91,11
"99","C",56,"0",70035,18,"O","M",51,18368.05,21
"99","B",82,"2",102535,10,"O","M",66,28031.09,49
"99","U",32,"4",14518,22,"D","M",27,9313.01,5
"98","B",84,"1",7155,11,"P","M",20,27161.31,46
"98","C",60,"3",75035,19,"O","F",41,18633.83,22
"99","B",84,"0",30867,18,"D","M",70,29484.13,54
"00","A",44,"3",51755,22,"D","M",43,32977.99,68
"99","C",57,"4",85258,7,"D","F",68,16550.74,17
"01","M",85,"4",99577,22,"P","F",78,37713.25,89
"99","M",75,"3",98644,3,"P","F",28,36859.32,85
"00","A",36,"3",74518,13,"D","F",24,32933.03,68
"02","M",38,"0",88714,2,"D","F",76,36943.54,85
"98","C",32,"2",40035,12,"O","F",58,14557.67,13
"00","A",71,"3",88785,12,"O","F",71,34656.76,75
"98","B",86,"4",107535,4,"O","F",58,29605.62,55
"01","B",35,"0",107628,11,"D","M",53,27480.45,47
"01","C",86,"0",13760,9,"D","F",34,23934.1,36
"99","C",42,"0",52535,1,"O","M",31,13416.17,11
"98","B",62,"4",10407,10,"P","F",40,27213.67,46
"02","A",43,"2",66019,1,"D","F",67,35580.59,79
"01","B",52,"2",65035,4,"O","F",68,28065.09,49
"99","C",31,"3",40092,5,"D","F",69,12867.42,10
"98","C",86,"4",107535,7,"O","F",71,15402.12,15
"01","U",83,"4",103785,25,"O","M",54,3195.53,1
"02","C",58,"1",72535,22,"O","F",41,16143.44,16
"02","B",135.699449938256,"3",49796,4,"D","F",67,27515.28,47
"00","C",60,"2",115588,11,"D","F",48,16353.29,17
"02","U",34,"4",15669,7,"D","F",79,3543.12,1
"99","C",86,"3",107535,22,"O","M",24,16042.34,16
"01","U",41,"0",53128,4,"P","M",31,5763.93,2
"02","U",39,"1",48785,9,"O","F",56,653.95,0
"99","U",62,"3",84090,8,"P","M",53,9028.57,5
"00","B",74,"2",22867,19,"P","M",69,25374.97,40
"00","C",49,"1",73613,13,"P","M",71,20871.14,27
"01","U",90,"3",80881,9,"P","F",19,3832.25,1
"02","U",73,"0",89641,15,"D","F",68,11014.97,8
"01","C",35,"3",113387,13,"D","F",57,13277.96,11
"00","U",90,"3",100068,15,"P","M",61,9760.49,6
"01","U",64,"4",56937,12,"P","M",29,10141.37,6
"00","M",67,"1",83785,7,"O","M",20,39147.81,96
"02","U",41,"0",64090,19,"P","M",45,3735.32,1
"00","C",64,"4",80035,9,"O","M",75,15079.94,14
"02","U",75,"3",111177,22,"P","M",44,10558.32,7
"98","U",58,"2",6036,5,"P","F",58,8479.23,4
"98","U",68,"1",6050,21,"P","M",52,12189.6,9
"01","M",79,"3",84545,5,"P","F",38,39763.58,99
"99","B",82,"3",109254,14,"P","F",75,25281.85,40
"02","M",54,"1",67535,21,"O","F",30,39830.86,99
"02","M",58,"1",12909,7,"D","M",28,38697.89,94
"00","U",41,"1",51285,24,"O","F",68,3594.09,1
"01","M",33,"1",91532,18,"P","F",28,37150.86,86
"01","U",33,"4",63428,20,"D","F",42,1184.82,0
"00","A",89,"0",76683,3,"D","M",51,33149.49,69
"01","A",48,"4",94736,13,"D","F",31,34793.31,76
"01","C",81,"2",38345,16,"D","F",21,14831.49,14
"99","A",58,"4",107861,5,"P","M",36,34433.3,74
"01","C",86,"0",49256,11,"D","F",76,18391.74,21
"01","U",45,"1",92258,7,"P","M",64,3988.76,1
"02","C",60,"1",75035,12,"O","F",40,19381.2,23
"00","U",30,"0",47453,6,"D","F",32,11816.5,9
"99","C",81,"2",101285,3,"O","M",18,12981.4,11
"02","U",67,"1",83785,21,"O","F",76,10732.68,7
"01","C",70,"4",50964,19,"P","F",29,19707.06,24
"02","U",38,"4",40613,23,"D","F",74,1696.28,0
"01","U",49,"0",59458,3,"P","F",78,6882.91,3
"00","U",69,"0",59270,7,"P","M",52,5758.09,2
"02","A",83,"0",91873,7,"D","M",25,35169.49,77
"01","U",66,"3",75361,11,"P","M",76,3077.21,1
"99","U",64,"3",82492,12,"D","F",54,4671.52,1
"02","U",33,"1",63930,20,"D","F",41,8209.76,4
"99","U",46,"4",52445,21,"D","M",54,1616.36,0
"99","B",67,"3",83785,15,"O","F",25,27182.85,46
"02","C",35,"2",43785,15,"O","F",53,24806.6,38
"98","A",66,"3",82535,12,"O","M",61,35091.6,77
"98","U",82,"1",55712,5,"P","M",45,578.47,0
"99","B",45,"4",85037,7,"P","M",71,26048.38,42
"99","M",71,"0",17562,14,"P","M",21,36633.59,84
"98","U",45,"0",21904,11,"P","M",26,873.12,0
"01","U",62,"2",77535,16,"O","F",50,8605.46,5
"02","U",70,"3",87535,20,"O","M",33,3004.49,1
"98","A",64,"0",39820,19,"P","M",43,31796.84,63
"02","A",49,"3",61285,14,"O","M",53,34899.17,76
"02","M",39,"0",71447,17,"P","F",69,38037.24,90
"00","C",90,"0",112535,23,"O","F",45,15949.82,16
"00","B",86,"1",108375,3,"P","M",68,26864.94,45
"00","B",54,"3",49856,8,"D","F",57,25970.27,42
"98","C",51,"4",63785,21,"O","F",52,15729.82,15
"02","C",84,"2",105035,22,"O","M",61,16978.33,18
"02","B",32,"0",94568,8,"P","M",19,27212.11,46
"98","M",89,"1",110361,6,"D","M",24,35787.07,80
"99","C",44,"3",73301,6,"P","F",37,15604.25,15
"00","U",62,"2",61464,9,"P","F",47,8313.21,4
"99","C",42,"2",101623,3,"D","M",64,14804.95,14
"02","C",47,"3",58785,25,"O","M",36,13382.16,11
"98","C",84,"0",105035,24,"O","M",46,22907.23,33
"02","C",46,"1",15644,21,"P","F",56,23013.4,33
"98","C",78,"3",66936,19,"P","M",60,21371.96,29
"01","U",73,"3",91285,15,"O","F",55,2105.97,0
"01","M",72,"2",90035,8,"O","F",56,39433.79,97
"00","C",64,"4",100492,18,"D","M",57,18084.01,20
"00","U",37,"4",32912,9,"P","M",56,2019.86,0
"01","M",86,"2",3634,23,"P","M",28,35966.52,81
"98","U",90,"3",3048,13,"P","F",25,3921.16,1
"00","C",64,"2",106906,16,"P","M",26,15679.4,15
"01","C",37,"3",46285,6,"O","F",74,14387.08,13
"01","U",67,"2",83785,18,"O","M",21,10108.61,6
"00","M",79,"3",98785,23,"O","M",27,39276.43,96
"02","U",61,"3",69348,12,"P","M",65,1791.87,0
"99","A",87,"0",20376,15,"D","F",75,32762.54,67
"01","U",36,"4",76007,17,"P","F",77,7306.42,3
"99","C",43,"0",96383,2,"P","F",55,21922.97,30
"98","C",83,"1",68872,13,"D","M",32,24167.37,37
"98","C",38,"0",25108,12,"P","F",76,17437.64,19
"02","B",35,"3",43785,2,"O","F",59,27818.2,48
"00","C",81,"4",101285,20,"O","F",32,21977.86,30
"98","U",87,"4",115850,18,"D","M",61,10330.08,7
"02","B",34,"4",11098,17,"D","F",64,29174.35,53
"00","A",78,"3",97535,24,"O","F",59,31981.76,64
"99","M",63,"4",44375,19,"D","M",19,39723.29,99
"00","U",41,"0",98975,4,"P","M",24,3477.8,1
"98","U",85,"1",106285,3,"O","F",55,2246.8,0
"99","U",87,"3",108785,18,"O","M",21,12056.98,9
"98","C",68,"2",85035,10,"O","F",75,21717.85,29
"00","C",38,"2",84689,6,"D","M",70,18944.28,22
"98","B",44,"0",55035,10,"O","F",72,30148.52,57
"98","A",64,"1",94888,12,"P","M",30,32265.28,65
"01","U",35,"1",44988,23,"P","M",34,1627.78,0
"02","A",39,"4",19807,19,"D","F",31,31393.82,62
"01","C",52,"4",65035,11,"O","M",54,19605.49,24
"99","C",39,"1",48785,22,"O","M",59,12440.16,10
"00","M",131.382971650455,"4",67078,15,"D","F",73,38484.46,93
"00","U",70,"0",32557,17,"P","F",44,8936.55,5
"99","C",55,"3",68785,14,"O","M",32,18125.04,21
"02","C",75,"0",93785,14,"O","F",74,19091.78,23
"02","B",77,"1",42638,21,"P","F",41,26754.74,45
"02","C",52,"0",24191,25,"D","M",28,20201.14,26
"99","U",72,"1",14504,23,"D","M",61,9101.01,5
"98","C",49,"3",61285,21,"O","F",30,18285.42,21
"99","U",44,"3",55035,10,"O","F",34,7154.8,3
"98","U",79,"4",112462,13,"P","M",20,1968.2,0
"98","B",135.628026151098,"4",39226,17,"D","F",71,28039.12,49
"00","B",60,"2",51440,24,"D","M",18,27739.77,48
"00","U",74,"2",64443,4,"D","M",69,966.85,0
"01","C",78,"1",97535,9,"O","F",42,14638.9,13
"99","U",62,"3",5301,14,"D","M",51,2656.56,0
"98","C",44,"0",10406,2,"D","F",62,19054.26,23
"00","B",88,"1",110035,4,"O","M",60,30013.93,56
"02","A",37,"1",112796,6,"P","M",75,32687.47,67
"01","U",83,"2",29818,10,"P","F",29,5101.59,2
"00","M",43,"3",53785,19,"O","M",21,35764.37,80
"99","B",77,"0",46596,25,"D","F",21,28472.87,51
"02","C",73,"4",91285,22,"O","M",46,20100.6,25
"00","C",74,"4",92535,21,"O","M",80,15580.36,15
"02","C",76,"2",93203,22,"P","F",56,19557.58,24
"99","C",57,"1",24496,5,"P","M",24,12827.41,10
"99","B",84,"1",94671,13,"D","F",53,30712.07,59
"98","U",44,"4",112825,10,"P","M",73,3655.1,1
"99","C",70,"1",61142,14,"P","F",57,17673.24,20
"99","U",41,"0",51285,2,"O","M",77,3052.05,1
"00","C",41,"4",51285,9,"O","M",34,15671.71,15
"02","A",80,"4",100035,7,"O","M",36,34537.54,75
"01","M",66,"0",95055,17,"D","F",72,38361.54,92
"00","U",74,"1",101215,4,"D","M",52,12279.3,9
"00","U",56,"3",70035,8,"O","F",30,4471.38,1
"99","A",56,"3",22963,7,"P","M",45,35113.12,77
"00","U",87,"3",108785,2,"O","M",68,1332.98,0
"02","M",48,"1",107627,14,"P","M",28,37172.62,86
"01","M",88,"2",110035,6,"O","F",65,39122.58,96
"98","U",78,"4",97535,8,"O","M",23,2337.59,0
"01","U",85,"2",14172,17,"P","F",67,4822.22,1
"01","C",75,"2",93785,9,"O","F",37,24199.09,37
"98","C",35,"3",115526,5,"P","F",73,16875.35,18
"01","U",60,"0",78327,1,"P","M",36,6925.06,3
"00","U",72,"4",68902,11,"P","M",45,8637.68,5
"02","M",61,"2",64417,14,"P","F",40,37803.4,89
"01","C",56,"0",67083,23,"D","F",45,22572.82,32
"01","C",38,"0",47535,20,"O","M",20,13607.74,12
"99","C",45,"3",33302,20,"D","F",31,12649.21,10
"01","U",52,"0",65035,4,"O","M",57,3728.52,1
"00","U",82,"1",102535,12,"O","M",36,3010.53,1
"98","A",66,"0",108499,20,"D","F",32,33296.06,69
"01","C",37,"3",46285,23,"O","M",71,16632.23,17
"98","B",69,"1",86285,22,"O","F",74,27131.39,46
"00","C",72,"2",34073,24,"P","F",73,20900.92,27
"98","U",31,"0",38785,7,"O","M",67,3727.07,1
"99","M",44,"0",55035,8,"O","F",35,37605.31,88
"00","C",44,"1",6002,3,"P","F",40,17822.08,20
